0	0	16	0	0	0	0
1	0	16	0	0	0	0
2	0	16	0	0	0	0
3	0	16	0	0	0	0
4	0	16	0	0	0	0
5	0	16	0	0	0	0
6	0	16	0	0	0	0
7	0	16	0	0	0	0
8	1022	17	0	0	0	0
9	1022	17	0	0	0	0
10	1022	17	0	0	0	0
11	1023	17	0	0	0	0
12	1022	17	0	0	0	0
13	1023	17	0	0	0	0
14	1022	17	0	0	0	0
15	1022	17	0	0	0	0
0	1023	16	0	0	0	0
1	1002	17	0	0	0	0
2	0	16	0	0	0	0
3	0	16	0	0	0	0
4	0	17	0	0	0	0
5	0	16	0	0	0	0
6	0	16	0	0	0	0
7	0	16	0	0	0	0
8	0	16	0	0	0	0
9	0	16	0	0	0	0
10	0	16	0	0	0	0
11	0	16	0	0	0	0
12	1023	17	0	0	0	0
13	1022	17	0	0	0	0
14	1023	17	0	0	0	0
15	1023	17	0	0	0	0
0	1022	17	0	0	0	0
1	1022	17	0	0	0	0
2	1023	16	0	0	0	0
3	1022	17	0	0	0	0
4	1023	16	0	0	0	0
5	1016	17	0	0	0	0
6	0	16	0	0	0	0
7	0	16	0	0	0	0
8	0	16	0	0	0	0
9	0	16	0	0	0	0
10	0	16	0	0	0	0
11	0	16	0	0	0	0
12	0	16	0	0	0	0
13	0	16	0	0	0	0
14	0	16	0	0	0	0
15	0	16	0	0	0	0
0	1022	17	0	0	0	0
1	1022	16	0	0	0	0
2	1023	16	0	0	0	0
3	1022	17	0	0	0	0
4	1022	17	0	0	0	0
5	1023	17	0	0	0	0
6	1022	16	0	0	0	0
7	1023	17	0	0	0	0
8	1022	17	0	0	0	0
9	1020	17	0	0	0	0
10	0	16	0	0	0	0
11	0	16	0	0	0	0
